"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 09:04:58 GMT 2024","Sun Nov 17 09:04:58 GMT 2024","463","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","201","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","86","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Sun Nov 17 09:04:47 GMT 2024","Sun Nov 17 09:04:47 GMT 2024","94","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Nov 17 09:03:48 GMT 2024","Sun Nov 17 09:03:48 GMT 2024","213","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 09:04:42 GMT 2024","Sun Nov 17 09:04:42 GMT 2024","204","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Sun Nov 17 09:04:30 GMT 2024","Sun Nov 17 09:04:30 GMT 2024","86","Misc","","","","","cy.wrap() - wrap an object",""
"passed","Sun Nov 17 09:04:51 GMT 2024","Sun Nov 17 09:04:51 GMT 2024","201","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Nov 17 09:03:35 GMT 2024","Sun Nov 17 09:03:35 GMT 2024","383","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 09:03:43 GMT 2024","Sun Nov 17 09:03:44 GMT 2024","166","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 09:04:51 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","2526","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Nov 17 09:05:14 GMT 2024","Sun Nov 17 09:05:16 GMT 2024","2739","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun Nov 17 09:04:54 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","240","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:04 GMT 2024","102","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 09:04:18 GMT 2024","Sun Nov 17 09:04:18 GMT 2024","80","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 09:04:59 GMT 2024","Sun Nov 17 09:04:59 GMT 2024","158","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Nov 17 09:05:03 GMT 2024","Sun Nov 17 09:05:03 GMT 2024","106","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Nov 17 09:05:03 GMT 2024","Sun Nov 17 09:05:03 GMT 2024","105","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:02 GMT 2024","94","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun Nov 17 09:05:05 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","110","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Nov 17 09:03:34 GMT 2024","Sun Nov 17 09:03:35 GMT 2024","397","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","87","Connectors",".then()","","","","yields the original subject without return",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:04 GMT 2024","1580","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:04 GMT 2024","101","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Nov 17 09:04:29 GMT 2024","Sun Nov 17 09:04:29 GMT 2024","684","Misc","","","","","cy.exec() - execute a system command",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:18 GMT 2024","82","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 09:04:12 GMT 2024","Sun Nov 17 09:04:12 GMT 2024","193","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 09:04:41 GMT 2024","Sun Nov 17 09:04:42 GMT 2024","305","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
"passed","Sun Nov 17 09:04:58 GMT 2024","Sun Nov 17 09:04:58 GMT 2024","167","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:51 GMT 2024","141","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 09:05:05 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","96","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","103","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Nov 17 09:05:05 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","100","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Nov 17 09:05:28 GMT 2024","Sun Nov 17 09:05:28 GMT 2024","72","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","92","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Nov 17 09:04:54 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","21","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","88","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Nov 17 09:04:42 GMT 2024","Sun Nov 17 09:04:43 GMT 2024","863","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Nov 17 09:03:36 GMT 2024","Sun Nov 17 09:03:36 GMT 2024","242","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","99","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Nov 17 09:03:44 GMT 2024","Sun Nov 17 09:03:45 GMT 2024","528","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Sun Nov 17 09:04:12 GMT 2024","Sun Nov 17 09:04:12 GMT 2024","300","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Nov 17 09:04:54 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","180","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Nov 17 09:04:25 GMT 2024","Sun Nov 17 09:04:25 GMT 2024","91","Location","","","","","cy.location() - get window.location",""
"passed","Sun Nov 17 09:04:25 GMT 2024","Sun Nov 17 09:04:25 GMT 2024","199","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Sun Nov 17 09:04:18 GMT 2024","Sun Nov 17 09:04:18 GMT 2024","84","Cypress APIs","Cypress.spec","","","","Get current spec information",""
"passed","Sun Nov 17 09:04:42 GMT 2024","Sun Nov 17 09:04:42 GMT 2024","219","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Nov 17 09:05:20 GMT 2024","Sun Nov 17 09:05:24 GMT 2024","4380","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Nov 17 09:04:42 GMT 2024","Sun Nov 17 09:04:42 GMT 2024","154","Network Requests","","","","","cy.request() with query parameters",""
"passed","Sun Nov 17 09:04:21 GMT 2024","Sun Nov 17 09:04:22 GMT 2024","90","Files","","","","","cy.fixture() or require - load a fixture",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","84","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Nov 17 09:05:28 GMT 2024","Sun Nov 17 09:05:28 GMT 2024","80","Window","","","","","cy.document() - get the document object",""
"passed","Sun Nov 17 09:04:01 GMT 2024","Sun Nov 17 09:04:02 GMT 2024","115","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:04 GMT 2024","101","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:02 GMT 2024","97","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun Nov 17 09:05:03 GMT 2024","Sun Nov 17 09:05:03 GMT 2024","110","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Nov 17 09:04:18 GMT 2024","Sun Nov 17 09:04:18 GMT 2024","83","Cypress APIs","Cypress.platform","","","","Get underlying OS name",""
"passed","Sun Nov 17 09:05:03 GMT 2024","Sun Nov 17 09:05:03 GMT 2024","106","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Nov 17 09:04:30 GMT 2024","Sun Nov 17 09:04:31 GMT 2024","913","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Sun Nov 17 09:05:02 GMT 2024","Sun Nov 17 09:05:02 GMT 2024","231","Traversal","","","","",".children() - get child DOM elements",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","85","Cypress APIs","Cypress.arch","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Nov 17 09:04:54 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","15","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
"passed","Sun Nov 17 09:05:24 GMT 2024","Sun Nov 17 09:05:24 GMT 2024","185","Waiting","","","","","cy.wait() - wait for a specific route",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:02 GMT 2024","99","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 09:04:22 GMT 2024","Sun Nov 17 09:04:22 GMT 2024","102","Files","","","","","cy.readFile() - read file contents",""
"passed","Sun Nov 17 09:04:47 GMT 2024","Sun Nov 17 09:04:48 GMT 2024","590","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 09:04:34 GMT 2024","Sun Nov 17 09:04:35 GMT 2024","841","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","106","Cypress APIs","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Sun Nov 17 09:04:30 GMT 2024","Sun Nov 17 09:04:30 GMT 2024","270","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 09:05:09 GMT 2024","Sun Nov 17 09:05:09 GMT 2024","268","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Sun Nov 17 09:05:09 GMT 2024","Sun Nov 17 09:05:09 GMT 2024","81","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Nov 17 09:04:35 GMT 2024","Sun Nov 17 09:04:36 GMT 2024","394","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Nov 17 09:03:51 GMT 2024","Sun Nov 17 09:03:53 GMT 2024","2169","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:02 GMT 2024","100","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","96","Cypress APIs","Cypress.config()","","","","Get and set configuration options",""
"passed","Sun Nov 17 09:04:13 GMT 2024","Sun Nov 17 09:04:13 GMT 2024","170","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Sun Nov 17 09:03:35 GMT 2024","Sun Nov 17 09:03:35 GMT 2024","181","example to-do app","","","","","can check off an item as completed",""
"passed","Sun Nov 17 09:04:39 GMT 2024","Sun Nov 17 09:04:41 GMT 2024","1935","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Nov 17 09:04:22 GMT 2024","Sun Nov 17 09:04:22 GMT 2024","166","Files","","","","","cy.writeFile() - write to a file",""
"passed","Sun Nov 17 09:04:13 GMT 2024","Sun Nov 17 09:04:13 GMT 2024","113","Cookies","","","","","cy.clearAllCookies() - clear all browser cookies",""
"passed","Sun Nov 17 09:03:57 GMT 2024","Sun Nov 17 09:03:58 GMT 2024","551","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","94","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Sun Nov 17 09:04:36 GMT 2024","Sun Nov 17 09:04:36 GMT 2024","311","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Nov 17 09:04:59 GMT 2024","Sun Nov 17 09:04:59 GMT 2024","159","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","84","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Nov 17 09:04:09 GMT 2024","Sun Nov 17 09:04:09 GMT 2024","87","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:04 GMT 2024","103","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Sun Nov 17 09:05:05 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","100","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Sun Nov 17 09:03:47 GMT 2024","Sun Nov 17 09:03:47 GMT 2024","204","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Nov 17 09:03:51 GMT 2024","Sun Nov 17 09:03:51 GMT 2024","202","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sun Nov 17 09:05:27 GMT 2024","Sun Nov 17 09:05:27 GMT 2024","198","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:02 GMT 2024","102","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Nov 17 09:04:13 GMT 2024","Sun Nov 17 09:04:13 GMT 2024","178","Cookies","","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Sun Nov 17 09:03:48 GMT 2024","Sun Nov 17 09:03:49 GMT 2024","782","Actions","","","","",".check() - check a checkbox or radio element",""
"passed","Sun Nov 17 09:04:07 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","218","Connectors","","","","",".each() - iterate over an array of elements",""
"passed","Sun Nov 17 09:03:45 GMT 2024","Sun Nov 17 09:03:47 GMT 2024","1857","Actions","","","","",".click() - click on a DOM element",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:04 GMT 2024","107","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:50 GMT 2024","872","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 09:03:44 GMT 2024","Sun Nov 17 09:03:44 GMT 2024","419","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Nov 17 09:03:45 GMT 2024","Sun Nov 17 09:03:45 GMT 2024","434","Actions","","","","",".submit() - submit a form",""
"passed","Sun Nov 17 09:04:21 GMT 2024","Sun Nov 17 09:04:21 GMT 2024","310","Files","","","","","cy.fixture() - load a fixture",""
"passed","Sun Nov 17 09:04:46 GMT 2024","Sun Nov 17 09:04:47 GMT 2024","240","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Nov 17 09:03:40 GMT 2024","Sun Nov 17 09:03:43 GMT 2024","3671","Actions","","","","",".type() - type into a DOM element",""
"passed","Sun Nov 17 09:04:58 GMT 2024","Sun Nov 17 09:04:59 GMT 2024","156","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Nov 17 09:04:47 GMT 2024","Sun Nov 17 09:04:47 GMT 2024","112","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Nov 17 09:05:09 GMT 2024","Sun Nov 17 09:05:09 GMT 2024","174","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Nov 17 09:04:01 GMT 2024","Sun Nov 17 09:04:01 GMT 2024","336","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Nov 17 09:05:09 GMT 2024","Sun Nov 17 09:05:09 GMT 2024","203","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:04 GMT 2024","105","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Nov 17 09:04:13 GMT 2024","Sun Nov 17 09:04:13 GMT 2024","105","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Nov 17 09:05:09 GMT 2024","Sun Nov 17 09:05:11 GMT 2024","1084","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:02 GMT 2024","101","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Nov 17 09:04:31 GMT 2024","Sun Nov 17 09:04:31 GMT 2024","89","Misc","Cypress.Screenshot","","","","Cypress.Screenshot.defaults() - change default config of screenshots",""
"passed","Sun Nov 17 09:03:35 GMT 2024","Sun Nov 17 09:03:36 GMT 2024","247","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun Nov 17 09:05:03 GMT 2024","Sun Nov 17 09:05:03 GMT 2024","106","Traversal","","","","",".first() - get first DOM element",""
"passed","Sun Nov 17 09:04:54 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","89","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Nov 17 09:05:03 GMT 2024","Sun Nov 17 09:05:03 GMT 2024","106","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 09:04:26 GMT 2024","Sun Nov 17 09:04:26 GMT 2024","76","Location","","","","","cy.url() - get the current URL",""
"passed","Sun Nov 17 09:04:12 GMT 2024","Sun Nov 17 09:04:13 GMT 2024","121","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Sun Nov 17 09:03:49 GMT 2024","Sun Nov 17 09:03:49 GMT 2024","783","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Nov 17 09:03:36 GMT 2024","Sun Nov 17 09:03:36 GMT 2024","247","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Nov 17 09:04:47 GMT 2024","Sun Nov 17 09:04:47 GMT 2024","89","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Nov 17 09:03:57 GMT 2024","Sun Nov 17 09:03:57 GMT 2024","340","Aliasing","","","","",".as() - alias a DOM element for later use",""
